,country,year,cause,sex,deaths1,country_name
50,3320,1995,Rhumatic Fever,1,3,Qatar
51,3320,1995,Rhumatic Fever,2,2,Qatar
52,3320,1995,Rhumatic Fever,1,2,Qatar
53,3320,2001,Hepatic viral infection,1,11,Qatar
54,3320,2001,Hepatic viral infection,2,2,Qatar
55,3320,2001,Hepatic viral infection,1,1,Qatar
56,3320,2001,AIDS\HIV,1,1,Qatar
57,3320,2001,AIDS\HIV,2,1,Qatar
58,3320,2001,Other heart diseases,2,7,Qatar
59,3320,2001,Other heart diseases,1,4,Qatar
60,3320,2001,Other heart diseases,2,3,Qatar
61,3320,2001,Self-harm,1,1,Qatar
62,3320,2001,Self-harm,1,5,Qatar
63,3320,2001,Self-harm,2,3,Qatar
64,3320,2001,Self-harm,1,3,Qatar
65,3320,2001,Self-harm,1,8,Qatar
66,3320,2001,Self-harm,2,4,Qatar
67,3320,2001,Self-harm,1,21,Qatar
68,3320,2001,Self-harm,2,11,Qatar
69,3320,2001,Self-harm,1,3,Qatar
70,3320,2001,Self-harm,2,3,Qatar
71,3320,2001,Self-harm,1,1,Qatar
72,3320,2001,Self-harm,2,1,Qatar
73,3320,2001,Other heart diseases,1,15,Qatar
74,3320,2001,Other heart diseases,2,3,Qatar
75,3320,2001,Other heart diseases,1,3,Qatar
76,3320,2001,Other heart diseases,2,2,Qatar
77,3320,2001,Hypertensive disorders,1,38,Qatar
78,3320,2001,Hypertensive disorders,2,29,Qatar
79,3320,2001,Hypertensive disorders,1,2,Qatar
80,3320,2001,Ischmic Heart diseases,1,27,Qatar
81,3320,2001,Ischmic Heart diseases,2,7,Qatar
82,3320,2001,Ischmic Heart diseases,1,43,Qatar
83,3320,2001,Ischmic Heart diseases,2,16,Qatar
84,3320,2001,Other heart diseases,1,1,Qatar
85,3320,2001,Other heart diseases,2,2,Qatar
86,3320,2001,Other heart diseases,1,1,Qatar
87,3320,2001,Other heart diseases,2,1,Qatar
88,3320,2001,Other heart diseases,1,2,Qatar
89,3320,2001,Other heart diseases,2,1,Qatar
90,3320,2001,Other heart diseases,1,6,Qatar
91,3320,2001,Other heart diseases,2,4,Qatar
92,3320,2001,Other heart diseases,1,1,Qatar
93,3320,2001,Other heart diseases,2,1,Qatar
94,3320,2001,Other heart diseases,2,1,Qatar
95,3320,2001,Other heart diseases,1,148,Qatar
96,3320,2001,Other heart diseases,2,14,Qatar
97,3320,2001,Other heart diseases,1,4,Qatar
98,3320,2001,Rhumatic Fever,1,2,Qatar
99,3320,2001,Rhumatic Fever,2,1,Qatar
100,3320,2001,Mental disorders,1,2,Qatar
101,3320,2001,Mental disorders,2,5,Qatar
102,3320,2001,Mental disorders,1,1,Qatar
103,3320,2001,Mental disorders,1,1,Qatar
104,3320,2004,Sexual Transmmited diseases,1,1,Qatar
105,3320,2004,Hepatic viral infection,1,1,Qatar
106,3320,2004,Hepatic viral infection,1,4,Qatar
107,3320,2004,Hepatic viral infection,2,2,Qatar
108,3320,2004,Hepatic viral infection,1,4,Qatar
109,3320,2004,Hepatic viral infection,2,1,Qatar
110,3320,2004,Mental disorders,2,1,Qatar
111,3320,2004,Ischmic Heart diseases,2,33,Qatar
112,3320,2004,Ischmic Heart diseases,1,63,Qatar
113,3320,2004,Ischmic Heart diseases,1,1,Qatar
114,3320,2004,Ischmic Heart diseases,1,1,Qatar
115,3320,2004,Ischmic Heart diseases,2,4,Qatar
116,3320,2004,Ischmic Heart diseases,1,8,Qatar
117,3320,2004,Hypertensive disorders,1,1,Qatar
118,3320,2004,Hypertensive disorders,1,48,Qatar
119,3320,2004,Hypertensive disorders,2,48,Qatar
120,3320,2004,Other heart diseases,1,4,Qatar
121,3320,2004,Other heart diseases,2,1,Qatar
122,3320,2004,Other heart diseases,2,1,Qatar
123,3320,2004,Other heart diseases,1,3,Qatar
124,3320,2004,Other heart diseases,1,1,Qatar
125,3320,2004,Other heart diseases,2,3,Qatar
126,3320,2004,Other heart diseases,1,1,Qatar
127,3320,2004,Other heart diseases,1,5,Qatar
128,3320,2004,Other heart diseases,2,2,Qatar
129,3320,2004,Other heart diseases,1,1,Qatar
130,3320,2004,Other heart diseases,1,2,Qatar
131,3320,2004,Other heart diseases,1,1,Qatar
132,3320,2004,Other heart diseases,2,1,Qatar
133,3320,2004,Other heart diseases,1,3,Qatar
134,3320,2004,Other heart diseases,2,1,Qatar
135,3320,2004,Self-harm,1,3,Qatar
136,3320,2004,Self-harm,1,3,Qatar
137,3320,2004,Self-harm,2,2,Qatar
138,3320,2004,Self-harm,1,1,Qatar
139,3320,2004,Self-harm,2,1,Qatar
140,3320,2004,Self-harm,2,1,Qatar
141,3320,2004,Self-harm,1,1,Qatar
142,3320,2004,Self-harm,2,1,Qatar
143,3320,2004,Self-harm,1,1,Qatar
144,3320,2005,Other heart diseases,2,1,Qatar
145,3320,2005,Other heart diseases,2,2,Qatar
146,3320,2005,Other heart diseases,1,1,Qatar
147,3320,2005,Other heart diseases,2,2,Qatar
148,3320,2005,Other heart diseases,1,3,Qatar
149,3320,2005,Other heart diseases,2,1,Qatar
150,3320,2005,Other heart diseases,1,3,Qatar
151,3320,2005,Other heart diseases,2,4,Qatar
152,3320,2005,Other heart diseases,1,2,Qatar
153,3320,2005,Other heart diseases,2,1,Qatar
154,3320,2005,Other heart diseases,1,3,Qatar
155,3320,2005,Other heart diseases,2,3,Qatar
156,3320,2005,Other heart diseases,2,2,Qatar
157,3320,2005,Self-harm,1,2,Qatar
158,3320,2005,Self-harm,1,2,Qatar
159,3320,2005,Self-harm,1,2,Qatar
160,3320,2005,Self-harm,2,2,Qatar
161,3320,2005,Self-harm,1,4,Qatar
162,3320,2005,Self-harm,1,5,Qatar
163,3320,2005,Self-harm,1,2,Qatar
164,3320,2005,Self-harm,1,1,Qatar
165,3320,2005,Self-harm,2,1,Qatar
166,3320,2005,Self-harm,2,1,Qatar
167,3320,2005,Other heart diseases,1,3,Qatar
168,3320,2005,Other heart diseases,1,1,Qatar
169,3320,2005,Other heart diseases,1,1,Qatar
170,3320,2005,Ischmic Heart diseases,2,36,Qatar
171,3320,2005,Ischmic Heart diseases,1,77,Qatar
172,3320,2005,AIDS\HIV,1,5,Qatar
173,3320,2005,AIDS\HIV,2,1,Qatar
174,3320,2005,Rhumatic Fever,1,1,Qatar
175,3320,2005,Rhumatic Fever,1,2,Qatar
176,3320,2005,Hypertensive disorders,1,44,Qatar
177,3320,2005,Hypertensive disorders,2,41,Qatar
178,3320,2005,Hypertensive disorders,1,5,Qatar
179,3320,2005,Hypertensive disorders,2,6,Qatar
180,3320,2005,Hypertensive disorders,2,1,Qatar
181,3320,2005,Ischmic Heart diseases,1,32,Qatar
182,3320,2005,Ischmic Heart diseases,2,4,Qatar
183,3320,2005,Ischmic Heart diseases,1,3,Qatar
184,3320,2005,Ischmic Heart diseases,1,2,Qatar
185,3320,2006,AIDS\HIV,1,1,Qatar
186,3320,2006,AIDS\HIV,1,1,Qatar
187,3320,2006,AIDS\HIV,2,2,Qatar
188,3320,2006,Hepatic viral infection,1,1,Qatar
189,3320,2006,Other heart diseases,2,3,Qatar
190,3320,2006,Other heart diseases,2,1,Qatar
191,3320,2006,Other heart diseases,1,2,Qatar
192,3320,2006,Other heart diseases,2,5,Qatar
193,3320,2006,Self-harm,1,5,Qatar
194,3320,2006,Self-harm,2,2,Qatar
195,3320,2006,Self-harm,1,3,Qatar
196,3320,2006,Self-harm,2,2,Qatar
197,3320,2006,Self-harm,1,1,Qatar
198,3320,2006,Self-harm,1,2,Qatar
199,3320,2006,Self-harm,2,3,Qatar
200,3320,2006,Self-harm,1,1,Qatar
201,3320,2006,Self-harm,1,1,Qatar
202,3320,2006,Self-harm,1,1,Qatar
203,3320,2006,Self-harm,1,1,Qatar
204,3320,2006,Self-harm,2,1,Qatar
205,3320,2006,Self-harm,1,1,Qatar
206,3320,2006,Self-harm,1,4,Qatar
207,3320,2006,Other heart diseases,1,1,Qatar
208,3320,2006,Other heart diseases,2,5,Qatar
209,3320,2006,Other heart diseases,1,4,Qatar
210,3320,2006,Other heart diseases,1,1,Qatar
211,3320,2006,Ischmic Heart diseases,2,8,Qatar
212,3320,2006,Ischmic Heart diseases,1,7,Qatar
213,3320,2006,Ischmic Heart diseases,2,1,Qatar
214,3320,2006,Ischmic Heart diseases,1,71,Qatar
215,3320,2006,Ischmic Heart diseases,2,51,Qatar
216,3320,2006,Other heart diseases,1,3,Qatar
217,3320,2006,Other heart diseases,2,2,Qatar
218,3320,2006,Other heart diseases,1,1,Qatar
219,3320,2006,Other heart diseases,2,1,Qatar
220,3320,2006,Ischmic Heart diseases,1,23,Qatar
221,3320,2006,Other heart diseases,2,1,Qatar
222,3320,2006,Other heart diseases,2,1,Qatar
223,3320,2006,Other heart diseases,1,1,Qatar
224,3320,2006,Other heart diseases,2,1,Qatar
225,3320,2006,Other heart diseases,1,2,Qatar
226,3320,2006,Other heart diseases,1,5,Qatar
227,3320,2006,Other heart diseases,2,1,Qatar
228,3320,2006,Other heart diseases,1,3,Qatar
229,3320,2006,Other heart diseases,2,1,Qatar
230,3320,2006,Other heart diseases,2,1,Qatar
231,3320,2006,Other heart diseases,1,1,Qatar
232,3320,2006,Ischmic Heart diseases,1,1,Qatar
233,3320,2006,Hypertensive disorders,1,1,Qatar
234,3320,2006,Hypertensive disorders,2,45,Qatar
235,3320,2006,Mental disorders,1,1,Qatar
236,3320,2006,Rhumatic Fever,1,1,Qatar
237,3320,2006,Rhumatic Fever,2,1,Qatar
238,3320,2006,Rhumatic Fever,1,1,Qatar
239,3320,2006,Rhumatic Fever,2,1,Qatar
240,3320,2006,Hypertensive disorders,1,36,Qatar
241,3320,2007,Hepatic viral infection,2,1,Qatar
242,3320,2007,Hepatic viral infection,1,1,Qatar
243,3320,2007,Self-harm,1,6,Qatar
244,3320,2007,Self-harm,2,3,Qatar
245,3320,2007,Self-harm,1,4,Qatar
246,3320,2007,Other heart diseases,2,1,Qatar
247,3320,2007,Other heart diseases,1,2,Qatar
248,3320,2007,Other heart diseases,2,2,Qatar
249,3320,2007,Other heart diseases,1,2,Qatar
250,3320,2007,Other heart diseases,2,1,Qatar
251,3320,2007,Self-harm,2,1,Qatar
252,3320,2007,Other heart diseases,1,3,Qatar
253,3320,2007,Other heart diseases,2,1,Qatar
254,3320,2007,Other heart diseases,2,3,Qatar
255,3320,2007,Other heart diseases,2,1,Qatar
256,3320,2007,Other heart diseases,1,3,Qatar
257,3320,2007,Ischmic Heart diseases,2,37,Qatar
258,3320,2007,Ischmic Heart diseases,1,66,Qatar
259,3320,2007,Ischmic Heart diseases,2,11,Qatar
260,3320,2007,Ischmic Heart diseases,1,26,Qatar
261,3320,2007,Other heart diseases,1,2,Qatar
262,3320,2007,Hypertensive disorders,1,1,Qatar
263,3320,2007,Self-harm,1,4,Qatar
264,3320,2007,Self-harm,1,1,Qatar
265,3320,2007,Self-harm,2,1,Qatar
266,3320,2007,Self-harm,1,1,Qatar
267,3320,2007,Self-harm,1,3,Qatar
268,3320,2007,Self-harm,2,1,Qatar
269,3320,2007,Self-harm,2,2,Qatar
270,3320,2007,Self-harm,2,3,Qatar
271,3320,2007,Self-harm,1,2,Qatar
272,3320,2007,Self-harm,1,3,Qatar
273,3320,2007,Self-harm,2,1,Qatar
274,3320,2007,Self-harm,2,1,Qatar
275,3320,2007,Hypertensive disorders,2,26,Qatar
276,3320,2007,Hypertensive disorders,1,36,Qatar
277,3320,2007,Rhumatic Fever,2,1,Qatar
278,3320,2007,Mental disorders,2,1,Qatar
279,3320,2008,Hepatic viral infection,1,6,Qatar
280,3320,2008,Hepatic viral infection,1,1,Qatar
281,3320,2008,AIDS\HIV,1,1,Qatar
282,3320,2008,Hepatic viral infection,1,2,Qatar
283,3320,2008,Hepatic viral infection,2,1,Qatar
284,3320,2008,Other heart diseases,2,1,Qatar
285,3320,2008,Other heart diseases,2,4,Qatar
286,3320,2008,Other heart diseases,2,1,Qatar
287,3320,2008,Self-harm,2,1,Qatar
288,3320,2008,Self-harm,2,1,Qatar
289,3320,2008,Self-harm,2,1,Qatar
290,3320,2008,Self-harm,2,1,Qatar
291,3320,2008,Self-harm,2,2,Qatar
292,3320,2008,Other heart diseases,2,2,Qatar
293,3320,2008,Other heart diseases,2,1,Qatar
294,3320,2008,Other heart diseases,2,2,Qatar
295,3320,2008,Other heart diseases,2,1,Qatar
296,3320,2008,Hypertensive disorders,2,30,Qatar
297,3320,2008,Hypertensive disorders,2,1,Qatar
298,3320,2008,Ischmic Heart diseases,2,5,Qatar
299,3320,2008,Ischmic Heart diseases,2,1,Qatar
300,3320,2008,Ischmic Heart diseases,2,42,Qatar
301,3320,2008,Hypertensive disorders,1,1,Qatar
302,3320,2008,Ischmic Heart diseases,1,37,Qatar
303,3320,2008,Ischmic Heart diseases,1,53,Qatar
304,3320,2008,Other heart diseases,1,2,Qatar
305,3320,2008,Other heart diseases,1,2,Qatar
306,3320,2008,Other heart diseases,1,1,Qatar
307,3320,2008,Other heart diseases,1,1,Qatar
308,3320,2008,Other heart diseases,1,3,Qatar
309,3320,2008,Other heart diseases,1,3,Qatar
310,3320,2008,Other heart diseases,1,1,Qatar
311,3320,2008,Other heart diseases,1,1,Qatar
312,3320,2008,Other heart diseases,1,7,Qatar
313,3320,2008,Other heart diseases,1,1,Qatar
314,3320,2008,Self-harm,1,3,Qatar
315,3320,2008,Self-harm,1,12,Qatar
316,3320,2008,Self-harm,1,3,Qatar
317,3320,2008,Self-harm,1,2,Qatar
318,3320,2008,Self-harm,1,1,Qatar
319,3320,2008,Self-harm,1,3,Qatar
320,3320,2008,Self-harm,1,3,Qatar
321,3320,2008,Self-harm,1,2,Qatar
322,3320,2008,Self-harm,1,1,Qatar
323,3320,2008,Self-harm,1,2,Qatar
324,3320,2008,Hypertensive disorders,1,33,Qatar
325,3320,2008,Rhumatic Fever,1,1,Qatar
326,3320,2008,Self-harm,1,1,Qatar
327,3320,2009,AIDS\HIV,1,1,Qatar
328,3320,2009,Hepatic viral infection,1,1,Qatar
329,3320,2009,Hepatic viral infection,1,3,Qatar
330,3320,2009,Hepatic viral infection,1,2,Qatar
331,3320,2009,Hepatic viral infection,1,1,Qatar
332,3320,2009,Self-harm,1,1,Qatar
333,3320,2009,Self-harm,1,1,Qatar
334,3320,2009,Self-harm,1,1,Qatar
335,3320,2009,Self-harm,1,13,Qatar
336,3320,2009,Self-harm,1,2,Qatar
337,3320,2009,Self-harm,1,3,Qatar
338,3320,2009,Self-harm,1,3,Qatar
339,3320,2009,Self-harm,1,12,Qatar
340,3320,2009,Self-harm,1,6,Qatar
341,3320,2009,Other heart diseases,1,6,Qatar
342,3320,2009,Other heart diseases,1,2,Qatar
343,3320,2009,Other heart diseases,1,3,Qatar
344,3320,2009,Other heart diseases,1,4,Qatar
345,3320,2009,Other heart diseases,1,1,Qatar
346,3320,2009,Other heart diseases,1,1,Qatar
347,3320,2009,Other heart diseases,1,5,Qatar
348,3320,2009,Other heart diseases,1,3,Qatar
349,3320,2009,Other heart diseases,1,1,Qatar
350,3320,2009,Other heart diseases,1,1,Qatar
351,3320,2009,Ischmic Heart diseases,1,65,Qatar
352,3320,2009,Ischmic Heart diseases,1,1,Qatar
353,3320,2009,Ischmic Heart diseases,1,31,Qatar
354,3320,2009,Rhumatic Fever,1,1,Qatar
355,3320,2009,Rhumatic Fever,1,1,Qatar
356,3320,2009,Hypertensive disorders,1,25,Qatar
357,3320,2009,Hepatic viral infection,2,1,Qatar
358,3320,2009,Hepatic viral infection,2,2,Qatar
359,3320,2009,Hepatic viral infection,2,1,Qatar
360,3320,2009,Self-harm,2,1,Qatar
361,3320,2009,Self-harm,2,8,Qatar
362,3320,2009,Self-harm,2,2,Qatar
363,3320,2009,Self-harm,2,4,Qatar
364,3320,2009,Self-harm,2,3,Qatar
365,3320,2009,Other heart diseases,2,2,Qatar
366,3320,2009,Other heart diseases,2,1,Qatar
367,3320,2009,Other heart diseases,2,1,Qatar
368,3320,2009,Other heart diseases,2,1,Qatar
369,3320,2009,Other heart diseases,2,3,Qatar
370,3320,2009,Other heart diseases,2,1,Qatar
371,3320,2009,Ischmic Heart diseases,2,27,Qatar
372,3320,2009,Ischmic Heart diseases,2,13,Qatar
373,3320,2009,Hypertensive disorders,2,1,Qatar
374,3320,2009,Hypertensive disorders,2,11,Qatar
375,3320,2010,Hypertensive disorders,2,10,Qatar
376,3320,2010,Ischmic Heart diseases,2,9,Qatar
377,3320,2010,Ischmic Heart diseases,2,22,Qatar
378,3320,2010,Other heart diseases,2,1,Qatar
379,3320,2010,Other heart diseases,2,5,Qatar
380,3320,2010,Other heart diseases,2,1,Qatar
381,3320,2010,Other heart diseases,2,3,Qatar
382,3320,2010,Other heart diseases,2,1,Qatar
383,3320,2010,Other heart diseases,2,3,Qatar
384,3320,2010,Other heart diseases,2,5,Qatar
385,3320,2010,Other heart diseases,2,3,Qatar
386,3320,2010,Other heart diseases,2,1,Qatar
387,3320,2010,Self-harm,2,1,Qatar
388,3320,2010,Self-harm,2,10,Qatar
389,3320,2010,Self-harm,2,1,Qatar
390,3320,2010,Self-harm,2,1,Qatar
391,3320,2010,Self-harm,2,1,Qatar
392,3320,2010,Self-harm,2,1,Qatar
393,3320,2010,Self-harm,2,1,Qatar
394,3320,2010,Self-harm,2,6,Qatar
395,3320,2010,Self-harm,1,4,Qatar
396,3320,2010,Self-harm,1,1,Qatar
397,3320,2010,Self-harm,1,1,Qatar
398,3320,2010,Self-harm,1,2,Qatar
399,3320,2010,Self-harm,1,1,Qatar
400,3320,2010,Self-harm,1,11,Qatar
401,3320,2010,Hepatic viral infection,2,4,Qatar
402,3320,2010,Hepatic viral infection,2,1,Qatar
403,3320,2010,Self-harm,1,2,Qatar
404,3320,2010,Self-harm,1,5,Qatar
405,3320,2010,Self-harm,1,1,Qatar
406,3320,2010,Mental disorders,1,1,Qatar
407,3320,2010,Mental disorders,1,1,Qatar
408,3320,2010,Hypertensive disorders,1,18,Qatar
409,3320,2010,Ischmic Heart diseases,1,30,Qatar
410,3320,2010,Self-harm,1,14,Qatar
411,3320,2010,Self-harm,1,13,Qatar
412,3320,2010,Other heart diseases,1,6,Qatar
413,3320,2010,Other heart diseases,1,3,Qatar
414,3320,2010,Other heart diseases,1,2,Qatar
415,3320,2010,Other heart diseases,1,12,Qatar
416,3320,2010,Other heart diseases,1,1,Qatar
417,3320,2010,Other heart diseases,1,1,Qatar
418,3320,2010,Other heart diseases,1,1,Qatar
419,3320,2010,Other heart diseases,1,3,Qatar
420,3320,2010,Ischmic Heart diseases,1,59,Qatar
421,3320,2010,Ischmic Heart diseases,1,7,Qatar
422,3320,2010,Ischmic Heart diseases,1,2,Qatar
423,3320,2010,Other heart diseases,1,2,Qatar
424,3320,2010,Hepatic viral infection,1,2,Qatar
425,3320,2010,AIDS\HIV,1,1,Qatar
426,3320,2011,Hepatic viral infection,2,2,Qatar
427,3320,2011,Hepatic viral infection,2,3,Qatar
428,3320,2011,Hepatic viral infection,1,2,Qatar
429,3320,2011,Hepatic viral infection,1,2,Qatar
430,3320,2011,Self-harm,1,2,Qatar
431,3320,2011,Self-harm,1,1,Qatar
432,3320,2011,Self-harm,1,3,Qatar
433,3320,2011,Self-harm,1,3,Qatar
434,3320,2011,Self-harm,1,3,Qatar
435,3320,2011,Self-harm,1,3,Qatar
436,3320,2011,Self-harm,1,17,Qatar
437,3320,2011,Self-harm,1,5,Qatar
438,3320,2011,Other heart diseases,1,1,Qatar
439,3320,2011,Other heart diseases,1,1,Qatar
440,3320,2011,Other heart diseases,1,4,Qatar
441,3320,2011,Self-harm,1,1,Qatar
442,3320,2011,Other heart diseases,1,3,Qatar
443,3320,2011,Other heart diseases,1,2,Qatar
444,3320,2011,Other heart diseases,1,1,Qatar
445,3320,2011,Other heart diseases,1,1,Qatar
446,3320,2011,Other heart diseases,1,3,Qatar
447,3320,2011,Ischmic Heart diseases,1,38,Qatar
448,3320,2011,Ischmic Heart diseases,1,3,Qatar
449,3320,2011,Ischmic Heart diseases,1,2,Qatar
450,3320,2011,Ischmic Heart diseases,1,40,Qatar
451,3320,2011,Ischmic Heart diseases,1,2,Qatar
452,3320,2011,Hypertensive disorders,1,1,Qatar
453,3320,2011,Hypertensive disorders,1,1,Qatar
454,3320,2011,Hypertensive disorders,1,1,Qatar
455,3320,2011,Hypertensive disorders,1,20,Qatar
456,3320,2011,Rhumatic Fever,1,2,Qatar
457,3320,2011,Rhumatic Fever,1,1,Qatar
458,3320,2011,Other heart diseases,1,1,Qatar
459,3320,2011,Self-harm,2,4,Qatar
460,3320,2011,Self-harm,2,1,Qatar
461,3320,2011,Self-harm,2,9,Qatar
462,3320,2011,Self-harm,2,2,Qatar
463,3320,2011,Other heart diseases,2,1,Qatar
464,3320,2011,Other heart diseases,2,5,Qatar
465,3320,2011,Other heart diseases,2,1,Qatar
466,3320,2011,Other heart diseases,2,1,Qatar
467,3320,2011,Other heart diseases,2,2,Qatar
468,3320,2011,Self-harm,2,5,Qatar
469,3320,2011,Other heart diseases,2,4,Qatar
470,3320,2011,Ischmic Heart diseases,2,2,Qatar
471,3320,2011,Ischmic Heart diseases,2,7,Qatar
472,3320,2011,Hypertensive disorders,2,2,Qatar
473,3320,2011,Hypertensive disorders,2,12,Qatar
474,3320,2011,Rhumatic Fever,2,1,Qatar
475,3320,2011,Ischmic Heart diseases,2,10,Qatar
476,3320,2011,Self-harm,2,1,Qatar
477,3320,2011,Self-harm,2,1,Qatar
478,3320,2012,Other heart diseases,2,1,Qatar
479,3320,2012,Other heart diseases,2,1,Qatar
480,3320,2012,Other heart diseases,2,2,Qatar
481,3320,2012,Other heart diseases,2,2,Qatar
482,3320,2012,Ischmic Heart diseases,2,17,Qatar
483,3320,2012,Ischmic Heart diseases,2,5,Qatar
484,3320,2012,Hypertensive disorders,2,13,Qatar
485,3320,2012,Other heart diseases,2,2,Qatar
486,3320,2012,Other heart diseases,2,1,Qatar
487,3320,2012,Other heart diseases,2,1,Qatar
488,3320,2012,Self-harm,2,1,Qatar
489,3320,2012,Self-harm,2,1,Qatar
490,3320,2012,Self-harm,2,1,Qatar
491,3320,2012,Self-harm,2,1,Qatar
492,3320,2012,Self-harm,2,6,Qatar
493,3320,2012,Self-harm,2,1,Qatar
494,3320,2012,Self-harm,2,2,Qatar
495,3320,2012,Other heart diseases,2,1,Qatar
496,3320,2012,Other heart diseases,2,6,Qatar
497,3320,2012,Hepatic viral infection,2,2,Qatar
498,3320,2012,Self-harm,1,1,Qatar
499,3320,2012,Self-harm,1,5,Qatar
500,3320,2012,Self-harm,1,5,Qatar
501,3320,2012,Self-harm,1,3,Qatar
502,3320,2012,Self-harm,1,5,Qatar
503,3320,2012,Self-harm,1,14,Qatar
504,3320,2012,Other heart diseases,1,1,Qatar
505,3320,2012,Other heart diseases,1,6,Qatar
506,3320,2012,Other heart diseases,1,1,Qatar
507,3320,2012,Other heart diseases,1,10,Qatar
508,3320,2012,Other heart diseases,1,1,Qatar
509,3320,2012,Other heart diseases,1,3,Qatar
510,3320,2012,Other heart diseases,1,4,Qatar
511,3320,2012,Other heart diseases,1,5,Qatar
512,3320,2012,Ischmic Heart diseases,1,30,Qatar
513,3320,2012,Ischmic Heart diseases,1,4,Qatar
514,3320,2012,Ischmic Heart diseases,1,62,Qatar
515,3320,2012,Ischmic Heart diseases,1,1,Qatar
516,3320,2012,Hypertensive disorders,1,1,Qatar
517,3320,2012,Hypertensive disorders,1,15,Qatar
518,3320,2012,Self-harm,1,2,Qatar
519,3320,2012,Self-harm,1,1,Qatar
520,3320,2012,Self-harm,1,1,Qatar
521,3320,2012,Hepatic viral infection,1,1,Qatar
522,3320,2012,Hepatic viral infection,1,3,Qatar
523,3320,2013,Hepatic viral infection,2,2,Qatar
524,3320,2013,Hepatic viral infection,2,1,Qatar
525,3320,2013,Hepatic viral infection,2,2,Qatar
526,3320,2013,Rhumatic Fever,2,1,Qatar
527,3320,2013,Rhumatic Fever,2,1,Qatar
528,3320,2013,Hypertensive disorders,2,15,Qatar
529,3320,2013,Hypertensive disorders,2,1,Qatar
530,3320,2013,Hypertensive disorders,2,1,Qatar
531,3320,2013,Ischmic Heart diseases,2,7,Qatar
532,3320,2013,Ischmic Heart diseases,2,15,Qatar
533,3320,2013,Other heart diseases,2,4,Qatar
534,3320,2013,Other heart diseases,2,1,Qatar
535,3320,2013,Other heart diseases,2,6,Qatar
536,3320,2013,Other heart diseases,2,2,Qatar
537,3320,2013,Other heart diseases,2,2,Qatar
538,3320,2013,Self-harm,2,4,Qatar
539,3320,2013,Self-harm,2,3,Qatar
540,3320,2013,Self-harm,2,2,Qatar
541,3320,2013,Other heart diseases,2,1,Qatar
542,3320,2013,Hepatic viral infection,1,1,Qatar
543,3320,2013,Hepatic viral infection,1,1,Qatar
544,3320,2013,Hepatic viral infection,1,2,Qatar
545,3320,2013,Self-harm,1,2,Qatar
546,3320,2013,Self-harm,1,2,Qatar
547,3320,2013,Self-harm,1,1,Qatar
548,3320,2013,Self-harm,1,1,Qatar
549,3320,2013,Self-harm,1,2,Qatar
550,3320,2013,Self-harm,1,5,Qatar
551,3320,2013,Self-harm,1,2,Qatar
